City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
700,Dehui,CN,44.5333,125.7,68.31,95,91,7.4,overcast clouds
701,Priladozhskiy,RU,59.85,31.4833,78.46,79,100,5.39,overcast clouds
702,Kayerkan,RU,69.3497,87.7602,47.19,56,58,23.44,broken clouds
703,Kalabo,ZM,-14.97,22.6814,84.85,17,10,4.27,clear sky
704,Manaure,CO,11.7751,-72.4445,82.51,72,100,10.89,overcast clouds
705,Aurangabad,IN,19.8833,75.3333,82.33,61,99,13.71,overcast clouds
706,Yatou,CN,37.15,122.3833,70.97,85,87,11.5,overcast clouds
707,Pacific Grove,US,36.6177,-121.9166,60.03,92,90,3.0,mist
708,Aranos,NA,-24.1333,19.1167,73.69,13,0,7.34,clear sky
709,Khandyga,RU,62.6667,135.6,66.2,62,21,3.67,few clouds
710,Kourou,GF,5.1552,-52.6478,82.45,81,13,7.87,few clouds
711,Copiapo,CL,-27.3667,-70.3333,47.89,63,49,1.77,scattered clouds
712,El Alto,PE,-4.2714,-81.2147,66.07,75,1,8.7,clear sky
713,Mnogovershinnyy,RU,53.9353,139.9242,48.34,73,100,2.68,overcast clouds
714,Ukiah,US,39.1502,-123.2078,71.65,81,1,4.61,clear sky
